WIRE	2120135936
SHLS	2119920640
CDEV	2117497856
FSS	2115351936
HAIN	2111139328
SAFE	2109737856
FOCS	2108590976
AX	2106714752
ACAD	2100191232
LFST	2096208768
GTII.CN	2094216541
TELL	2091060608
PRGS	2081087488
PRMW	2078135424
FCPT	2077949824
KD	2077010304
ABR	2071411968
DH	2069430400
ARVN	2067625728
CNO	2065141888
ULCC	2064929024
MED	2062909568
DAN	2057849472
KAI	2056718080
AVAV	2052190976
TOWN	2049370880
GKOS	2047178240
SBCF	2044969600
ALGT	2041083776
RRR	2039026176
MGPI	2037854592
DKL	2033704320
MLKN	2029731200
FRGE	2028995712
YELP	2025864576
MSTR	2021800704
WOR	2021425152
DK	2021187584
WMK	2021145728
HLIO	2017600000
MDC	2017448448
SAGE	2017107456
PIPR	2008600448
MAC	2007619968
TTGT	2002630528
THRM	1995522304
TRN	1993542912
AEO	1992167552
CIM	1988832768
WAFD	1983394944
NAVI	1983204864
CBZ	1982797056
ZIP	1978852736
LAUR	1975182080
MAXR	1971774592
TEX	1971585024
FA	1965818752
SABR	1961609984
EVOP	1952349184
PRM	1950658304
MNTK	1947270272
SSTK	1945834880
WSBC	1944452096
